symbol,strategy,exit_mode,p1,p2,p3,atr_per,sl_mult,trail_mult,sharpe,trades,return_pct,dd_pct,win_rate
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.0,3.5,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.0,4.0,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.2,1.8,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.2,2.5,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.2,3.0,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.2,3.5,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.2,4.0,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.5,1.8,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.5,2.5,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.5,3.0,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.5,3.5,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,1.5,4.0,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,2.0,1.8,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,2.0,2.5,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,2.0,3.0,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,2.0,3.5,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,15.0,21,2.0,4.0,0.000,1,-72.97,0.81,0.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,0.8,1.8,9.327,2,222.70,0.72,0.50
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,0.8,2.5,9.327,2,222.70,0.72,0.50
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,0.8,3.0,9.327,2,222.70,0.72,0.50
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,0.8,3.5,9.327,2,222.70,0.72,0.50
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,0.8,4.0,9.327,2,222.70,0.72,0.50
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.0,1.8,9.327,2,222.70,0.72,0.50
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.0,2.5,9.327,2,222.70,0.72,0.50
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.0,3.0,9.327,2,222.70,0.72,0.50
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.0,3.5,9.327,2,222.70,0.72,0.50
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.0,4.0,9.327,2,222.70,0.72,0.50
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.2,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.2,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.2,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.2,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.2,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.5,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.5,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.5,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.5,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,1.5,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,2.0,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,2.0,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,2.0,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,2.0,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,10,2.0,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,0.8,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,0.8,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,0.8,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,0.8,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,0.8,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.0,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.0,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.0,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.0,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.0,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.2,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.2,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.2,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.2,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.2,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.5,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.5,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.5,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.5,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,1.5,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,2.0,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,2.0,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,2.0,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,2.0,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,14,2.0,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,0.8,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,0.8,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,0.8,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,0.8,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,0.8,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.0,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.0,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.0,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.0,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.0,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.2,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.2,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.2,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.2,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.2,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.5,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.5,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.5,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.5,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,1.5,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,2.0,1.8,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,2.0,2.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,2.0,3.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,2.0,3.5,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,chan_ts,5,50,20.0,21,2.0,4.0,0.000,1,220.82,0.00,1.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,0.8,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,0.8,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,0.8,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,0.8,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,0.8,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.2,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.2,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.2,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.2,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.2,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.5,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.5,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.5,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.5,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,1.5,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,2.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,2.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,2.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,2.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,10,2.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,0.8,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,0.8,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,0.8,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,0.8,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,0.8,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.2,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.2,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.2,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.2,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.2,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.5,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.5,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.5,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.5,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,1.5,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,2.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,2.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,2.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,2.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,14,2.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,0.8,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,0.8,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,0.8,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,0.8,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,0.8,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.2,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.2,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.2,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.2,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.2,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.5,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.5,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.5,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.5,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,1.5,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,2.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,2.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,2.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,2.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,5.0,21,2.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,0.8,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,0.8,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,0.8,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,0.8,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,0.8,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.2,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.2,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.2,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.2,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.2,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.5,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.5,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.5,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.5,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,1.5,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,2.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,2.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,2.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,2.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,10,2.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,0.8,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,0.8,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,0.8,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,0.8,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,0.8,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.2,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.2,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.2,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.2,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.2,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.5,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.5,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.5,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.5,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,1.5,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,2.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,2.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,2.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,2.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,14,2.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,0.8,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,0.8,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,0.8,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,0.8,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,0.8,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.2,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.2,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.2,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.2,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.2,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.5,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.5,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.5,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.5,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,1.5,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,2.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,2.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,2.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,2.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,10.0,21,2.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,0.8,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,0.8,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,0.8,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,0.8,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,0.8,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,1.0,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,1.0,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,1.0,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,1.0,3.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,1.0,4.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,1.2,1.8,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,1.2,2.5,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,1.2,3.0,0.000,0,0.00,0.00,0.00
BTCUSDT,rsi2,sig_be,2,5,15.0,10,1.2,3.5,0.000,0,0.00,0.00,0.00
